S.N.,mun_id,reportedOn,cases,mun_en,Latitude_mun,Longitude_mun,dis_code,dis_en,Latitude_dist,Longitude_dist
2074,57008,2020-06-25,4,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2075,57008,2020-06-27,2,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2076,57008,2020-06-30,1,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2077,57008,2020-07-01,11,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2078,57008,2020-07-03,28,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2079,57008,2020-07-04,5,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2080,57008,2020-07-05,1,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2081,57008,2020-07-08,2,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2082,57008,2020-07-09,2,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2083,57008,2020-07-10,1,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2084,57008,2020-07-11,2,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2085,57008,2020-07-13,1,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2086,57008,2020-07-14,1,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2087,57008,2020-07-16,8,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2088,57008,2020-07-19,5,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2089,57008,2020-07-20,2,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2090,57008,2020-07-21,3,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2091,57008,2020-07-22,3,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2092,57008,2020-07-24,2,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2093,57008,2020-07-25,2,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2094,57008,2020-07-26,2,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2095,57008,2020-07-27,31,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2096,57008,2020-07-28,3,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2097,57008,2020-07-30,20,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2098,57008,2020-07-31,1,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2099,57008,2020-08-03,8,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2100,57008,2020-08-04,11,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2101,57008,2020-08-05,13,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2102,57008,2020-08-07,29,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2103,57008,2020-08-08,49,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2104,57008,2020-08-09,21,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2105,57008,2020-08-10,63,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2106,57008,2020-08-11,29,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2107,57008,2020-08-12,1,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2108,57008,2020-08-13,10,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2109,57008,2020-08-14,22,Rapti Sonari Rural Municipality,81.92309215590663,28.073119402632518,66,Banke,81.82228931219758,28.087169830604648
2110,58003,2020-05-11,1,Barbardiya Municipality,81.3824230586322,28.32305545570356,65,Bardiya,81.40151534237341,28.383668908446907
2111,58003,2020-05-16,1,Barbardiya Municipality,81.3824230586322,28.32305545570356,65,Bardiya,81.40151534237341,28.383668908446907
2112,58003,2020-05-23,1,Barbardiya Municipality,81.3824230586322,28.32305545570356,65,Bardiya,81.40151534237341,28.383668908446907
2113,58003,2020-05-25,4,Barbardiya Municipality,81.3824230586322,28.32305545570356,65,Bardiya,81.40151534237341,28.383668908446907
2114,58003,2020-05-28,3,Barbardiya Municipality,81.3824230586322,28.32305545570356,65,Bardiya,81.40151534237341,28.383668908446907
2115,58099,2020-06-02,3,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2116,58099,2020-06-06,28,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2117,58099,2020-06-08,18,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2118,58099,2020-06-10,1,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2119,58099,2020-06-12,15,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2120,58099,2020-06-13,6,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2121,58099,2020-06-14,3,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2122,58099,2020-06-15,16,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2123,58099,2020-06-16,9,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2124,58099,2020-06-17,31,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2125,58099,2020-06-18,3,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2126,58099,2020-06-20,7,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2127,58099,2020-06-21,3,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2128,58099,2020-06-24,1,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2129,58099,2020-06-25,6,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2130,58099,2020-06-27,4,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2131,58099,2020-07-01,11,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2132,58099,2020-07-02,1,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2133,58099,2020-07-05,5,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2134,58099,2020-07-07,2,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2135,58099,2020-07-11,2,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2136,58099,2020-07-13,2,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2137,58099,2020-07-14,1,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2138,58099,2020-07-16,1,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2139,58099,2020-07-17,10,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2140,58099,2020-07-19,10,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2141,58099,2020-07-22,2,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2142,58099,2020-07-24,2,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2143,58099,2020-07-25,2,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2144,58099,2020-07-26,6,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2145,58099,2020-07-30,8,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2146,58099,2020-08-02,10,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2147,58099,2020-08-03,1,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2148,58099,2020-08-07,15,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2149,58099,2020-08-08,1,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2150,58099,2020-08-09,2,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2151,58099,2020-08-10,2,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2152,58099,2020-08-11,1,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2153,58099,2020-08-13,3,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2154,58099,2020-08-14,5,Bardiya National Park National Park,81.45439335400884,28.45690907769103,65,Bardiya,81.40151534237341,28.383668908446907
2155,59002,2020-05-26,1,Bheriganga Municipality,81.69194677922198,28.45761142533329,64,Surkhet,81.58640782129241,28.641183310260917
2156,59003,2020-06-01,5,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2157,59003,2020-06-02,27,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2158,59003,2020-06-04,8,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2159,59003,2020-06-05,1,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2160,59003,2020-06-06,10,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2161,59003,2020-06-08,1,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2162,59003,2020-06-09,4,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2163,59003,2020-06-10,9,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2164,59003,2020-06-11,7,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2165,59003,2020-06-12,45,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2166,59003,2020-06-13,40,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2167,59003,2020-06-14,40,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2168,59003,2020-06-15,19,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2169,59003,2020-06-16,4,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2170,59003,2020-06-17,2,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2171,59003,2020-06-18,34,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2172,59003,2020-06-21,2,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2173,59003,2020-06-23,23,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2174,59003,2020-06-24,14,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2175,59003,2020-06-25,13,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2176,59003,2020-06-26,12,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2177,59003,2020-06-27,7,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2178,59003,2020-07-01,22,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2179,59003,2020-07-03,53,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2180,59003,2020-07-05,12,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2181,59003,2020-07-07,3,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2182,59003,2020-07-08,14,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2183,59003,2020-07-09,18,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2184,59003,2020-07-10,11,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2185,59003,2020-07-11,3,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2186,59003,2020-07-12,11,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2187,59003,2020-07-13,41,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2188,59003,2020-07-14,1,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2189,59003,2020-07-15,28,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2190,59003,2020-07-16,3,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2191,59003,2020-07-20,4,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2192,59003,2020-07-23,5,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2193,59003,2020-07-25,11,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2194,59003,2020-07-26,3,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2195,59003,2020-07-27,1,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2196,59003,2020-07-28,3,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2197,59003,2020-07-29,1,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2198,59003,2020-07-30,9,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2199,59003,2020-08-03,2,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2200,59003,2020-08-05,10,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2201,59003,2020-08-06,1,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2202,59003,2020-08-07,1,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2203,59003,2020-08-08,3,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2204,59003,2020-08-09,2,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2205,59003,2020-08-10,1,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2206,59003,2020-08-11,5,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2207,59003,2020-08-12,18,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2208,59003,2020-08-13,1,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2209,59003,2020-08-14,21,Birendranagar Municipality,81.63452469761843,28.602326178263887,64,Surkhet,81.58640782129241,28.641183310260917
2210,59006,2020-05-26,2,Gurbhakot Municipality,81.89185736110541,28.4290247808256,64,Surkhet,81.58640782129241,28.641183310260917
2211,59007,2020-05-23,3,Lekbeshi Municipality,81.7515795515729,28.539924714828786,64,Surkhet,81.58640782129241,28.641183310260917
2212,59007,2020-05-26,9,Lekbeshi Municipality,81.7515795515729,28.539924714828786,64,Surkhet,81.58640782129241,28.641183310260917
2213,59007,2020-05-28,14,Lekbeshi Municipality,81.7515795515729,28.539924714828786,64,Surkhet,81.58640782129241,28.641183310260917
2214,59007,2020-05-31,1,Lekbeshi Municipality,81.7515795515729,28.539924714828786,64,Surkhet,81.58640782129241,28.641183310260917
2215,60003,2020-05-18,1,Bhairabi Rural Municipality,81.64286521249824,28.95247870968115,63,Dailekh,81.67887551495463,28.881388856821488
2216,60003,2020-05-25,4,Bhairabi Rural Municipality,81.64286521249824,28.95247870968115,63,Dailekh,81.67887551495463,28.881388856821488
2217,60003,2020-05-28,4,Bhairabi Rural Municipality,81.64286521249824,28.95247870968115,63,Dailekh,81.67887551495463,28.881388856821488
2218,60003,2020-05-30,8,Bhairabi Rural Municipality,81.64286521249824,28.95247870968115,63,Dailekh,81.67887551495463,28.881388856821488
2219,60003,2020-05-31,8,Bhairabi Rural Municipality,81.64286521249824,28.95247870968115,63,Dailekh,81.67887551495463,28.881388856821488
2220,60008,2020-05-25,3,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2221,60008,2020-05-28,4,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2222,60008,2020-05-30,6,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2223,60008,2020-05-31,10,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2224,60008,2020-06-01,60,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2225,60008,2020-06-02,9,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2226,60008,2020-06-03,7,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2227,60008,2020-06-04,105,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2228,60008,2020-06-05,90,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2229,60008,2020-06-06,47,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2230,60008,2020-06-08,10,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2231,60008,2020-06-10,25,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2232,60008,2020-06-11,48,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2233,60008,2020-06-12,38,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2234,60008,2020-06-13,30,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2235,60008,2020-06-14,29,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2236,60008,2020-06-15,93,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2237,60008,2020-06-16,5,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2238,60008,2020-06-17,2,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2239,60008,2020-06-18,87,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2240,60008,2020-06-21,1,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2241,60008,2020-06-23,22,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2242,60008,2020-06-24,4,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2243,60008,2020-06-25,19,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2244,60008,2020-06-26,5,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2245,60008,2020-06-30,3,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2246,60008,2020-07-01,2,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2247,60008,2020-07-02,3,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2248,60008,2020-07-03,10,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2249,60008,2020-07-04,1,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2250,60008,2020-07-05,7,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2251,60008,2020-07-08,5,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2252,60008,2020-07-09,3,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2253,60008,2020-07-10,2,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2254,60008,2020-07-12,1,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2255,60008,2020-07-13,2,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2256,60008,2020-07-14,6,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2257,60008,2020-07-15,3,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2258,60008,2020-07-16,6,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2259,60008,2020-07-18,5,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2260,60008,2020-07-20,2,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2261,60008,2020-07-21,10,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2262,60008,2020-07-22,16,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2263,60008,2020-07-23,24,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2264,60008,2020-07-24,8,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2265,60008,2020-07-25,3,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2266,60008,2020-07-26,25,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2267,60008,2020-07-27,28,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2268,60008,2020-07-28,1,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2269,60008,2020-07-30,10,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2270,60008,2020-07-31,2,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2271,60008,2020-08-03,2,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2272,60008,2020-08-06,1,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2273,60008,2020-08-09,1,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2274,60008,2020-08-10,17,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2275,60008,2020-08-11,3,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2276,60008,2020-08-12,4,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2277,60008,2020-08-14,3,Mahabu Rural Municipality,81.69338309162248,28.948345263202306,63,Dailekh,81.67887551495463,28.881388856821488
2278,61005,2020-06-06,5,Kuse Rural Municipality,82.13684231527463,28.878165059073343,62,Jajarkot,82.16787118974287,28.865380352837356
2279,61005,2020-06-10,3,Kuse Rural Municipality,82.13684231527463,28.878165059073343,62,Jajarkot,82.16787118974287,28.865380352837356
